
2022-12-09 03:01:24: R15 datasets process: alg_name=QuickDSC, shape=(600, 2), k_neighbors=2, n_clusters=15, nmi=0.9885, ari=0.9856, ami=0.9876, time_cost=0.0188s
2022-12-11 17:57:06: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=18, n_clusters=5, nmi=0.7885, ari=0.6851, ami=0.7883, time_cost=13.7298s

2022-12-11 17:57:19: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=19, n_clusters=5, nmi=0.7892, ari=0.6867, ami=0.7889, time_cost=13.2729s

2022-12-11 17:57:33: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=20, n_clusters=5, nmi=0.8072, ari=0.7090, ami=0.8070, time_cost=13.7081s

2022-12-11 17:57:48: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=21, n_clusters=5, nmi=0.7977, ari=0.6990, ami=0.7975, time_cost=14.8680s

2022-12-11 17:57:59: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=22, n_clusters=5, nmi=0.6472, ari=0.3982, ami=0.6467, time_cost=11.4276s

2022-12-11 17:58:10: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=23, n_clusters=5, nmi=0.6484, ari=0.3989, ami=0.6479, time_cost=10.5480s

2022-12-11 17:58:21: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=24, n_clusters=5, nmi=0.6478, ari=0.3984, ami=0.6473, time_cost=10.9688s

2022-12-11 17:58:31: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=25, n_clusters=5, nmi=0.6433, ari=0.3951, ami=0.6429, time_cost=9.9762s

2022-12-11 17:58:42: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=26, n_clusters=5, nmi=0.6459, ari=0.3953, ami=0.6454, time_cost=11.3798s

2022-12-11 17:58:54: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=27, n_clusters=5, nmi=0.6459, ari=0.3953, ami=0.6454, time_cost=11.8111s

2022-12-11 17:59:05: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=28, n_clusters=5, nmi=0.6444, ari=0.3954, ami=0.6440, time_cost=11.4657s

2022-12-11 17:59:17: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=29, n_clusters=5, nmi=0.6638, ari=0.4303, ami=0.6634, time_cost=11.1762s

2022-12-11 17:59:28: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=30, n_clusters=5, nmi=0.6472, ari=0.3975, ami=0.6468, time_cost=11.3974s

2022-12-11 17:59:39: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=31, n_clusters=5, nmi=0.6283, ari=0.3749, ami=0.6278, time_cost=10.7414s

2022-12-11 17:59:50: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=32, n_clusters=5, nmi=0.6450, ari=0.4056, ami=0.6445, time_cost=11.5211s

2022-12-11 18:00:02: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=33, n_clusters=5, nmi=0.6428, ari=0.4058, ami=0.6423, time_cost=11.4463s

2022-12-11 18:00:13: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=34, n_clusters=5, nmi=0.6428, ari=0.4050, ami=0.6424, time_cost=11.2805s

2022-12-11 18:00:24: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=35, n_clusters=5, nmi=0.6430, ari=0.4042, ami=0.6425, time_cost=10.5441s

2022-12-11 18:00:35: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=36, n_clusters=5, nmi=0.6499, ari=0.4747, ami=0.6495, time_cost=11.4751s

2022-12-11 18:00:46: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=37, n_clusters=5, nmi=0.6594, ari=0.4983, ami=0.6590, time_cost=10.5635s

2022-12-11 18:00:58: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=38, n_clusters=5, nmi=0.6594, ari=0.4975, ami=0.6590, time_cost=11.8569s

2022-12-11 18:01:09: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=39, n_clusters=5, nmi=0.6521, ari=0.4762, ami=0.6517, time_cost=11.1302s

2022-12-11 18:01:20: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=40, n_clusters=5, nmi=0.6538, ari=0.4787, ami=0.6533, time_cost=11.0547s

2022-12-11 18:01:31: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=41, n_clusters=5, nmi=0.6531, ari=0.4783, ami=0.6527, time_cost=11.0325s

2022-12-11 18:01:43: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=42, n_clusters=5, nmi=0.6668, ari=0.4863, ami=0.6664, time_cost=12.3440s

2022-12-11 18:01:55: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=43, n_clusters=5, nmi=0.6662, ari=0.4860, ami=0.6658, time_cost=11.4580s

2022-12-11 18:02:07: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=44, n_clusters=5, nmi=0.6675, ari=0.5025, ami=0.6671, time_cost=11.8615s

2022-12-11 18:02:19: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=45, n_clusters=5, nmi=0.6673, ari=0.5020, ami=0.6670, time_cost=12.1860s

2022-12-11 18:02:30: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=46, n_clusters=5, nmi=0.6680, ari=0.5023, ami=0.6676, time_cost=11.5166s

2022-12-11 18:02:42: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=47, n_clusters=5, nmi=0.6633, ari=0.4855, ami=0.6629, time_cost=11.8893s

2022-12-11 18:02:54: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=48, n_clusters=5, nmi=0.6632, ari=0.4854, ami=0.6627, time_cost=11.5570s

2022-12-11 18:03:06: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=49, n_clusters=5, nmi=0.6632, ari=0.4854, ami=0.6627, time_cost=12.5600s

2022-12-11 18:03:17: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=50, n_clusters=5, nmi=0.6644, ari=0.4812, ami=0.6640, time_cost=10.9813s

2022-12-11 18:03:29: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=51, n_clusters=5, nmi=0.6646, ari=0.4811, ami=0.6642, time_cost=11.4939s

2022-12-11 18:03:41: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=52, n_clusters=5, nmi=0.6669, ari=0.4859, ami=0.6665, time_cost=11.9317s

2022-12-11 18:03:52: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=53, n_clusters=5, nmi=0.6810, ari=0.5246, ami=0.6806, time_cost=11.4008s

2022-12-11 18:04:04: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=54, n_clusters=5, nmi=0.6685, ari=0.5184, ami=0.6681, time_cost=11.7616s

2022-12-11 18:04:16: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=55, n_clusters=5, nmi=0.6641, ari=0.5142, ami=0.6637, time_cost=11.5330s

2022-12-11 18:04:28: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=56, n_clusters=5, nmi=0.6770, ari=0.5230, ami=0.6767, time_cost=12.0539s

2022-12-11 18:04:39: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=57, n_clusters=5, nmi=0.6433, ari=0.3987, ami=0.6429, time_cost=11.5211s

2022-12-11 18:04:52: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=58, n_clusters=5, nmi=0.6433, ari=0.3987, ami=0.6429, time_cost=12.7455s

2022-12-11 18:05:03: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=59, n_clusters=5, nmi=0.6466, ari=0.3997, ami=0.6462, time_cost=10.8641s

2022-12-11 18:05:15: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=60, n_clusters=5, nmi=0.6466, ari=0.3997, ami=0.6462, time_cost=12.1554s

2022-12-11 18:05:28: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=61, n_clusters=5, nmi=0.6797, ari=0.4363, ami=0.6793, time_cost=12.9723s

2022-12-11 18:05:39: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=62, n_clusters=5, nmi=0.6466, ari=0.3997, ami=0.6462, time_cost=11.2359s

2022-12-11 18:05:51: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=63, n_clusters=5, nmi=0.6466, ari=0.3997, ami=0.6462, time_cost=11.8773s

2022-12-11 18:06:03: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=64, n_clusters=5, nmi=0.6474, ari=0.4000, ami=0.6469, time_cost=11.7272s

2022-12-11 18:06:14: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=65, n_clusters=5, nmi=0.6474, ari=0.4000, ami=0.6469, time_cost=10.7590s

2022-12-11 18:06:24: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=66, n_clusters=5, nmi=0.6441, ari=0.3991, ami=0.6436, time_cost=10.7056s

2022-12-11 18:06:38: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=67, n_clusters=5, nmi=0.6772, ari=0.4357, ami=0.6768, time_cost=13.1250s

2022-12-11 18:06:50: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=68, n_clusters=5, nmi=0.6765, ari=0.4355, ami=0.6761, time_cost=12.3331s

2022-12-11 18:07:02: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=69, n_clusters=5, nmi=0.6765, ari=0.4355, ami=0.6761, time_cost=11.7123s

2022-12-11 18:07:13: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=70, n_clusters=5, nmi=0.6457, ari=0.4010, ami=0.6452, time_cost=11.0754s

2022-12-11 18:07:24: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=71, n_clusters=5, nmi=0.6457, ari=0.4010, ami=0.6452, time_cost=11.7238s

2022-12-11 18:07:36: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=72, n_clusters=5, nmi=0.6434, ari=0.3989, ami=0.6430, time_cost=11.9397s

2022-12-11 18:07:49: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=73, n_clusters=5, nmi=0.6467, ari=0.3999, ami=0.6462, time_cost=12.2177s

2022-12-11 18:08:00: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=74, n_clusters=5, nmi=0.6467, ari=0.3999, ami=0.6462, time_cost=11.4999s

2022-12-11 18:08:12: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=75, n_clusters=5, nmi=0.6506, ari=0.4036, ami=0.6502, time_cost=12.1848s

2022-12-11 18:08:24: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=76, n_clusters=5, nmi=0.6506, ari=0.4036, ami=0.6502, time_cost=12.0250s

2022-12-11 18:08:36: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=77, n_clusters=5, nmi=0.6506, ari=0.4036, ami=0.6502, time_cost=11.7245s

2022-12-11 18:08:48: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=78, n_clusters=5, nmi=0.6506, ari=0.4036, ami=0.6502, time_cost=11.8139s

2022-12-11 18:09:00: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=79, n_clusters=5, nmi=0.6506, ari=0.4036, ami=0.6502, time_cost=11.8968s

2022-12-11 18:09:12: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=80, n_clusters=5, nmi=0.6473, ari=0.4026, ami=0.6469, time_cost=11.8122s

2022-12-11 18:09:23: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=81, n_clusters=5, nmi=0.6485, ari=0.4037, ami=0.6480, time_cost=11.1164s

2022-12-11 18:09:35: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=82, n_clusters=5, nmi=0.6473, ari=0.4025, ami=0.6468, time_cost=11.7225s

2022-12-11 18:09:46: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=83, n_clusters=5, nmi=0.6517, ari=0.4045, ami=0.6512, time_cost=11.4729s

2022-12-11 18:09:58: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=84, n_clusters=5, nmi=0.6505, ari=0.4034, ami=0.6501, time_cost=11.9893s

2022-12-11 18:10:10: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=85, n_clusters=5, nmi=0.6517, ari=0.4045, ami=0.6512, time_cost=11.5465s

2022-12-11 18:10:21: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=86, n_clusters=5, nmi=0.6517, ari=0.4045, ami=0.6512, time_cost=11.7181s

2022-12-11 18:10:34: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=87, n_clusters=5, nmi=0.6484, ari=0.4036, ami=0.6480, time_cost=12.0762s

2022-12-11 18:10:46: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=88, n_clusters=5, nmi=0.6517, ari=0.4046, ami=0.6512, time_cost=12.4565s

2022-12-11 18:10:58: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=89, n_clusters=5, nmi=0.6517, ari=0.4046, ami=0.6512, time_cost=11.9672s

2022-12-11 18:11:10: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=90, n_clusters=5, nmi=0.6517, ari=0.4046, ami=0.6512, time_cost=11.7621s

2022-12-11 18:11:22: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=91, n_clusters=5, nmi=0.6506, ari=0.4035, ami=0.6501, time_cost=12.3816s

2022-12-11 18:11:34: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=92, n_clusters=5, nmi=0.6473, ari=0.4026, ami=0.6468, time_cost=12.0440s

2022-12-11 18:11:46: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=93, n_clusters=5, nmi=0.6473, ari=0.4026, ami=0.6468, time_cost=12.1876s

2022-12-11 18:12:00: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=94, n_clusters=5, nmi=0.6473, ari=0.4026, ami=0.6468, time_cost=13.2422s

2022-12-11 18:12:12: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=95, n_clusters=5, nmi=0.6473, ari=0.4026, ami=0.6468, time_cost=12.2735s

2022-12-11 18:12:23: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=96, n_clusters=5, nmi=0.6473, ari=0.4026, ami=0.6468, time_cost=11.4202s

2022-12-11 18:12:35: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=97, n_clusters=5, nmi=0.6473, ari=0.4026, ami=0.6468, time_cost=12.0481s

2022-12-11 18:12:49: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=98, n_clusters=5, nmi=0.6473, ari=0.4026, ami=0.6468, time_cost=13.6249s

2022-12-11 18:13:02: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=99, n_clusters=5, nmi=0.6537, ari=0.4081, ami=0.6533, time_cost=12.5394s

2022-12-11 18:13:14: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=100, n_clusters=5, nmi=0.6490, ari=0.4038, ami=0.6486, time_cost=11.9897s

2022-12-11 18:13:25: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=101, n_clusters=5, nmi=0.6490, ari=0.4038, ami=0.6486, time_cost=11.4927s

2022-12-11 18:13:38: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=102, n_clusters=5, nmi=0.6490, ari=0.4038, ami=0.6486, time_cost=12.5095s

2022-12-11 18:13:50: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=103, n_clusters=5, nmi=0.6490, ari=0.4038, ami=0.6486, time_cost=12.0895s

2022-12-11 18:14:02: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=104, n_clusters=5, nmi=0.6524, ari=0.4047, ami=0.6519, time_cost=12.6709s

2022-12-11 18:14:15: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=105, n_clusters=5, nmi=0.6570, ari=0.4090, ami=0.6566, time_cost=12.5653s

2022-12-11 18:14:27: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=106, n_clusters=5, nmi=0.6570, ari=0.4090, ami=0.6566, time_cost=12.3187s

2022-12-11 18:14:40: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=107, n_clusters=5, nmi=0.8353, ari=0.7460, ami=0.8351, time_cost=12.2725s

2022-12-11 18:14:52: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=108, n_clusters=5, nmi=0.8353, ari=0.7460, ami=0.8351, time_cost=12.4332s

2022-12-11 18:15:03: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=109, n_clusters=5, nmi=0.8353, ari=0.7460, ami=0.8351, time_cost=11.1984s

2022-12-11 18:15:16: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=110, n_clusters=5, nmi=0.8353, ari=0.7460, ami=0.8351, time_cost=12.9075s

2022-12-11 18:15:28: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=111, n_clusters=5, nmi=0.6577, ari=0.4092, ami=0.6573, time_cost=12.0051s

2022-12-11 18:15:42: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=112, n_clusters=5, nmi=0.6543, ari=0.4083, ami=0.6539, time_cost=13.3583s

2022-12-11 18:15:55: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=113, n_clusters=5, nmi=0.6543, ari=0.4083, ami=0.6539, time_cost=13.5863s

2022-12-11 18:16:08: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=114, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=12.3852s

2022-12-11 18:16:22: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=115, n_clusters=5, nmi=0.6543, ari=0.4083, ami=0.6539, time_cost=14.1734s

2022-12-11 18:16:36: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=116, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=14.2018s

2022-12-11 18:16:50: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=117, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=13.8122s

2022-12-11 18:17:03: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=118, n_clusters=5, nmi=0.6543, ari=0.4083, ami=0.6539, time_cost=13.0941s

2022-12-11 18:17:17: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=119, n_clusters=5, nmi=0.6543, ari=0.4083, ami=0.6539, time_cost=13.5873s

2022-12-11 18:17:30: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=120, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=13.7005s

2022-12-11 18:17:43: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=121, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=12.2220s

2022-12-11 18:17:56: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=122, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=13.7551s

2022-12-11 18:18:08: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=123, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=11.6504s

2022-12-11 18:18:20: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=124, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=12.3229s

2022-12-11 18:18:32: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=125, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=12.0028s

2022-12-11 18:18:44: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=126, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=11.6550s

2022-12-11 18:18:57: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=127, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=12.5681s

2022-12-11 18:19:11: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=128, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=13.9685s

2022-12-11 18:19:26: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=129, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=15.0905s

2022-12-11 18:19:39: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=130, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=12.8462s

2022-12-11 18:19:52: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=131, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=13.2004s

2022-12-11 18:20:04: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=132, n_clusters=5, nmi=0.6503, ari=0.4045, ami=0.6498, time_cost=11.7956s

2022-12-11 18:20:15: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=133, n_clusters=5, nmi=0.6503, ari=0.4045, ami=0.6498, time_cost=11.6339s

2022-12-11 18:20:28: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=134, n_clusters=5, nmi=0.6503, ari=0.4045, ami=0.6498, time_cost=13.0020s

2022-12-11 18:20:41: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=135, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=12.5502s

2022-12-11 18:20:53: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=136, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=12.4153s

2022-12-11 18:21:06: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=137, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=12.7760s

2022-12-11 18:21:19: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=138, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=13.1373s

2022-12-11 18:21:32: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=139, n_clusters=5, nmi=0.6497, ari=0.4040, ami=0.6492, time_cost=12.5231s

2022-12-11 18:21:44: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=140, n_clusters=5, nmi=0.6508, ari=0.4050, ami=0.6504, time_cost=12.6498s

2022-12-11 18:21:59: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=141, n_clusters=5, nmi=0.6508, ari=0.4050, ami=0.6504, time_cost=14.3128s

2022-12-11 18:22:12: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=142, n_clusters=5, nmi=0.6508, ari=0.4050, ami=0.6504, time_cost=13.0638s

2022-12-11 18:22:25: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=143, n_clusters=5, nmi=0.6508, ari=0.4050, ami=0.6504, time_cost=13.3147s

2022-12-11 18:22:39: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=144, n_clusters=5, nmi=0.6508, ari=0.4050, ami=0.6504, time_cost=13.6274s

2022-12-11 18:22:52: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=145, n_clusters=5, nmi=0.6508, ari=0.4050, ami=0.6504, time_cost=12.7925s

2022-12-11 18:23:04: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=146, n_clusters=5, nmi=0.6508, ari=0.4050, ami=0.6504, time_cost=12.2804s

2022-12-11 18:23:16: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=147, n_clusters=5, nmi=0.6520, ari=0.4061, ami=0.6515, time_cost=12.5104s

2022-12-11 18:23:28: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=148, n_clusters=5, nmi=0.6508, ari=0.4050, ami=0.6504, time_cost=12.0077s

2022-12-11 18:23:40: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=149, n_clusters=5, nmi=0.6520, ari=0.4061, ami=0.6515, time_cost=11.4747s

2022-12-11 18:23:53: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=150, n_clusters=5, nmi=0.6508, ari=0.4050, ami=0.6504, time_cost=12.6394s

2022-12-11 18:24:06: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=151, n_clusters=5, nmi=0.6485, ari=0.4029, ami=0.6481, time_cost=13.8751s

2022-12-11 18:24:19: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=152, n_clusters=5, nmi=0.6485, ari=0.4029, ami=0.6481, time_cost=12.8504s

2022-12-11 18:24:32: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=153, n_clusters=5, nmi=0.6485, ari=0.4029, ami=0.6481, time_cost=12.2243s

2022-12-11 18:24:44: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=154, n_clusters=5, nmi=0.6485, ari=0.4029, ami=0.6481, time_cost=12.8240s

2022-12-11 18:24:58: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=155, n_clusters=5, nmi=0.6485, ari=0.4029, ami=0.6481, time_cost=13.7641s

2022-12-11 18:25:11: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=156, n_clusters=5, nmi=0.6485, ari=0.4029, ami=0.6481, time_cost=12.4679s

2022-12-11 18:25:23: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=157, n_clusters=5, nmi=0.6485, ari=0.4029, ami=0.6481, time_cost=12.3902s

2022-12-11 18:25:36: phoneme datasets process: alg_name=QuickDSC, shape=(4509, 256), k_neighbors=158, n_clusters=5, nmi=0.6480, ari=0.4024, ami=0.6475, time_cost=13.0065s

