
2022-12-09 03:40:39: R15 datasets process: alg_name=DBSCAN, shape=(600, 2), k_neighbors=(eps:0.1,min_samples:2), n_clusters=15, nmi=0.7425, ari=0.2637, ami=0.7312, time_cost=0.0107s
2022-12-09 08:52:25: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.1,min_samples:2), n_clusters=10, nmi=0.1796, ari=0.0284, ami=0.1761, time_cost=125.2558s

2022-12-09 08:54:29: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.1,min_samples:3), n_clusters=10, nmi=0.1753, ari=0.0277, ami=0.1746, time_cost=123.2849s

2022-12-09 08:56:32: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.1,min_samples:4), n_clusters=10, nmi=0.1715, ari=0.0266, ami=0.1710, time_cost=122.7583s

2022-12-09 08:58:34: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.1,min_samples:5), n_clusters=10, nmi=0.1676, ari=0.0255, ami=0.1673, time_cost=122.2655s

2022-12-09 09:00:34: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.1,min_samples:6), n_clusters=10, nmi=0.1645, ari=0.0246, ami=0.1642, time_cost=120.0889s

2022-12-09 09:02:40: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.1,min_samples:7), n_clusters=10, nmi=0.1602, ari=0.0233, ami=0.1598, time_cost=125.7057s

2022-12-09 09:04:49: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.1,min_samples:8), n_clusters=10, nmi=0.1571, ari=0.0223, ami=0.1567, time_cost=128.4381s

2022-12-09 09:06:58: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.1,min_samples:9), n_clusters=10, nmi=0.1540, ari=0.0215, ami=0.1536, time_cost=129.2991s

2022-12-09 09:09:03: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.2,min_samples:2), n_clusters=10, nmi=0.1921, ari=0.0322, ami=0.1881, time_cost=124.7206s

2022-12-09 09:11:08: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.2,min_samples:3), n_clusters=10, nmi=0.1874, ari=0.0315, ami=0.1868, time_cost=125.3358s

2022-12-09 09:13:12: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.2,min_samples:4), n_clusters=10, nmi=0.1844, ari=0.0307, ami=0.1843, time_cost=123.3795s

2022-12-09 09:15:17: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.2,min_samples:5), n_clusters=10, nmi=0.1815, ari=0.0297, ami=0.1812, time_cost=124.8451s

2022-12-09 09:17:26: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.2,min_samples:6), n_clusters=10, nmi=0.1789, ari=0.0289, ami=0.1787, time_cost=129.0985s

2022-12-09 09:19:33: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.2,min_samples:7), n_clusters=10, nmi=0.1757, ari=0.0280, ami=0.1755, time_cost=126.1994s

2022-12-09 09:21:37: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.2,min_samples:8), n_clusters=10, nmi=0.1729, ari=0.0272, ami=0.1729, time_cost=124.6710s

2022-12-09 09:23:38: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.2,min_samples:9), n_clusters=10, nmi=0.1705, ari=0.0264, ami=0.1703, time_cost=120.4688s

2022-12-09 09:25:44: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.3,min_samples:2), n_clusters=10, nmi=0.2027, ari=0.0352, ami=0.1975, time_cost=125.6157s

2022-12-09 09:27:46: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.3,min_samples:3), n_clusters=10, nmi=0.1975, ari=0.0345, ami=0.1966, time_cost=121.5933s

2022-12-09 09:29:43: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.3,min_samples:4), n_clusters=10, nmi=0.1951, ari=0.0340, ami=0.1949, time_cost=117.4805s

2022-12-09 09:31:41: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.3,min_samples:5), n_clusters=10, nmi=0.1925, ari=0.0332, ami=0.1923, time_cost=117.6660s

2022-12-09 09:33:49: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.3,min_samples:6), n_clusters=10, nmi=0.1909, ari=0.0327, ami=0.1907, time_cost=127.7333s

2022-12-09 09:35:55: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.3,min_samples:7), n_clusters=10, nmi=0.1885, ari=0.0320, ami=0.1884, time_cost=126.1875s

2022-12-09 09:37:54: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.3,min_samples:8), n_clusters=10, nmi=0.1864, ari=0.0313, ami=0.1863, time_cost=119.2153s

2022-12-09 09:39:59: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.3,min_samples:9), n_clusters=10, nmi=0.1843, ari=0.0306, ami=0.1842, time_cost=123.8900s

2022-12-09 09:42:01: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.4,min_samples:2), n_clusters=10, nmi=0.2131, ari=0.0381, ami=0.2066, time_cost=122.0844s

2022-12-09 09:43:54: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.4,min_samples:3), n_clusters=10, nmi=0.2078, ari=0.0376, ami=0.2064, time_cost=112.7275s

2022-12-09 09:45:57: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.4,min_samples:4), n_clusters=10, nmi=0.2041, ari=0.0368, ami=0.2038, time_cost=123.0069s

2022-12-09 09:47:58: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.4,min_samples:5), n_clusters=10, nmi=0.2018, ari=0.0361, ami=0.2015, time_cost=120.7454s

2022-12-09 09:50:01: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.4,min_samples:6), n_clusters=10, nmi=0.2004, ari=0.0357, ami=0.2003, time_cost=123.0240s

2022-12-09 09:52:02: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.4,min_samples:7), n_clusters=10, nmi=0.1986, ari=0.0352, ami=0.1985, time_cost=121.3850s

2022-12-09 09:54:04: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.4,min_samples:8), n_clusters=10, nmi=0.1972, ari=0.0347, ami=0.1971, time_cost=121.5466s

2022-12-09 09:56:07: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.4,min_samples:9), n_clusters=10, nmi=0.1955, ari=0.0342, ami=0.1954, time_cost=123.4528s

2022-12-09 09:58:08: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.5,min_samples:2), n_clusters=10, nmi=0.2221, ari=0.0404, ami=0.2136, time_cost=120.7926s

2022-12-09 10:00:11: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.5,min_samples:3), n_clusters=10, nmi=0.2161, ari=0.0399, ami=0.2140, time_cost=122.7566s

2022-12-09 10:02:03: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.5,min_samples:4), n_clusters=10, nmi=0.2126, ari=0.0393, ami=0.2118, time_cost=111.5627s

2022-12-09 10:03:59: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.5,min_samples:5), n_clusters=10, nmi=0.2098, ari=0.0386, ami=0.2095, time_cost=116.0717s

2022-12-09 10:06:04: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.5,min_samples:6), n_clusters=10, nmi=0.2087, ari=0.0383, ami=0.2085, time_cost=124.9253s

2022-12-09 10:08:01: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.5,min_samples:7), n_clusters=10, nmi=0.2067, ari=0.0377, ami=0.2067, time_cost=116.6982s

2022-12-09 10:10:06: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.5,min_samples:8), n_clusters=10, nmi=0.2054, ari=0.0373, ami=0.2053, time_cost=124.5078s

2022-12-09 10:12:10: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.5,min_samples:9), n_clusters=10, nmi=0.2041, ari=0.0369, ami=0.2041, time_cost=124.4086s

2022-12-09 10:14:09: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.6,min_samples:2), n_clusters=10, nmi=0.2307, ari=0.0425, ami=0.2200, time_cost=119.1269s

2022-12-09 10:16:14: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.6,min_samples:3), n_clusters=10, nmi=0.2236, ari=0.0419, ami=0.2209, time_cost=124.1831s

2022-12-09 10:18:20: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.6,min_samples:4), n_clusters=10, nmi=0.2196, ari=0.0412, ami=0.2185, time_cost=125.8096s

2022-12-09 10:20:20: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.6,min_samples:5), n_clusters=10, nmi=0.2171, ari=0.0408, ami=0.2167, time_cost=119.6617s

2022-12-09 10:22:19: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.6,min_samples:6), n_clusters=10, nmi=0.2157, ari=0.0404, ami=0.2154, time_cost=119.3049s

2022-12-09 10:24:23: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.6,min_samples:7), n_clusters=10, nmi=0.2144, ari=0.0401, ami=0.2143, time_cost=123.5738s

2022-12-09 10:26:29: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.6,min_samples:8), n_clusters=10, nmi=0.2134, ari=0.0399, ami=0.2134, time_cost=125.9585s

2022-12-09 10:28:29: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.6,min_samples:9), n_clusters=10, nmi=0.2118, ari=0.0393, ami=0.2117, time_cost=119.9166s

2022-12-09 10:30:27: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.7,min_samples:2), n_clusters=10, nmi=0.2401, ari=0.0447, ami=0.2268, time_cost=118.1910s

2022-12-09 10:32:38: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.7,min_samples:3), n_clusters=10, nmi=0.2322, ari=0.0438, ami=0.2282, time_cost=130.8753s

2022-12-09 10:34:41: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.7,min_samples:4), n_clusters=10, nmi=0.2274, ari=0.0432, ami=0.2260, time_cost=122.3087s

2022-12-09 10:36:45: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.7,min_samples:5), n_clusters=10, nmi=0.2240, ari=0.0426, ami=0.2231, time_cost=124.4965s

2022-12-09 10:38:50: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.7,min_samples:6), n_clusters=10, nmi=0.2223, ari=0.0423, ami=0.2219, time_cost=124.3873s

2022-12-09 10:40:48: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.7,min_samples:7), n_clusters=10, nmi=0.2208, ari=0.0420, ami=0.2205, time_cost=118.3314s

2022-12-09 10:42:44: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.7,min_samples:8), n_clusters=10, nmi=0.2195, ari=0.0416, ami=0.2193, time_cost=115.5826s

2022-12-09 10:44:42: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.7,min_samples:9), n_clusters=10, nmi=0.2183, ari=0.0413, ami=0.2182, time_cost=117.9366s

2022-12-09 10:46:43: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.8,min_samples:2), n_clusters=10, nmi=0.2498, ari=0.0464, ami=0.2332, time_cost=120.6389s

2022-12-09 10:48:51: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.8,min_samples:3), n_clusters=10, nmi=0.2405, ari=0.0453, ami=0.2357, time_cost=127.9285s

2022-12-09 10:51:02: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.8,min_samples:4), n_clusters=10, nmi=0.2350, ari=0.0447, ami=0.2331, time_cost=130.9249s

2022-12-09 10:52:57: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.8,min_samples:5), n_clusters=10, nmi=0.2318, ari=0.0443, ami=0.2309, time_cost=115.1821s

2022-12-09 10:55:00: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.8,min_samples:6), n_clusters=10, nmi=0.2290, ari=0.0439, ami=0.2283, time_cost=122.9295s

2022-12-09 10:57:03: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.8,min_samples:7), n_clusters=10, nmi=0.2266, ari=0.0435, ami=0.2260, time_cost=122.4542s

2022-12-09 10:59:01: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.8,min_samples:8), n_clusters=10, nmi=0.2250, ari=0.0432, ami=0.2247, time_cost=118.2539s

2022-12-09 11:01:03: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.8,min_samples:9), n_clusters=10, nmi=0.2241, ari=0.0430, ami=0.2239, time_cost=122.1688s

2022-12-09 11:03:10: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.9,min_samples:2), n_clusters=10, nmi=0.2606, ari=0.0485, ami=0.2415, time_cost=126.1061s

2022-12-09 11:05:09: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.9,min_samples:3), n_clusters=10, nmi=0.2512, ari=0.0472, ami=0.2449, time_cost=119.6541s

2022-12-09 11:07:08: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.9,min_samples:4), n_clusters=10, nmi=0.2439, ari=0.0464, ami=0.2414, time_cost=118.1889s

2022-12-09 11:09:09: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.9,min_samples:5), n_clusters=10, nmi=0.2400, ari=0.0460, ami=0.2388, time_cost=121.1327s

2022-12-09 11:11:16: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.9,min_samples:6), n_clusters=10, nmi=0.2365, ari=0.0456, ami=0.2358, time_cost=126.3463s

2022-12-09 11:13:12: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.9,min_samples:7), n_clusters=10, nmi=0.2344, ari=0.0453, ami=0.2340, time_cost=116.0141s

2022-12-09 11:15:16: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.9,min_samples:8), n_clusters=10, nmi=0.2322, ari=0.0450, ami=0.2317, time_cost=124.3087s

2022-12-09 11:17:20: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:2.9,min_samples:9), n_clusters=10, nmi=0.2302, ari=0.0447, ami=0.2298, time_cost=124.1288s

2022-12-09 11:19:29: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.0,min_samples:2), n_clusters=10, nmi=0.2494, ari=0.0497, ami=0.2262, time_cost=128.0088s

2022-12-09 11:21:22: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.0,min_samples:3), n_clusters=10, nmi=0.2376, ari=0.0482, ami=0.2300, time_cost=113.1868s

2022-12-09 11:23:26: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.0,min_samples:4), n_clusters=10, nmi=0.2318, ari=0.0473, ami=0.2281, time_cost=124.0847s

2022-12-09 11:25:27: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.0,min_samples:5), n_clusters=10, nmi=0.2481, ari=0.0475, ami=0.2463, time_cost=120.9976s

2022-12-09 11:27:26: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.0,min_samples:6), n_clusters=10, nmi=0.2445, ari=0.0470, ami=0.2435, time_cost=118.6373s

2022-12-09 11:29:20: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.0,min_samples:7), n_clusters=10, nmi=0.2418, ari=0.0466, ami=0.2412, time_cost=113.7025s

2022-12-09 11:31:21: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.0,min_samples:8), n_clusters=10, nmi=0.2391, ari=0.0463, ami=0.2387, time_cost=121.5704s

2022-12-09 11:33:19: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.0,min_samples:9), n_clusters=10, nmi=0.2371, ari=0.0460, ami=0.2368, time_cost=117.1964s

2022-12-09 11:35:18: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.1,min_samples:2), n_clusters=10, nmi=0.2575, ari=0.0519, ami=0.2306, time_cost=119.4611s

2022-12-09 11:37:18: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.1,min_samples:3), n_clusters=10, nmi=0.2447, ari=0.0499, ami=0.2350, time_cost=119.3297s

2022-12-09 11:39:24: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.1,min_samples:4), n_clusters=10, nmi=0.2367, ari=0.0488, ami=0.2321, time_cost=125.6480s

2022-12-09 11:41:23: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.1,min_samples:5), n_clusters=10, nmi=0.2329, ari=0.0481, ami=0.2300, time_cost=119.2163s

2022-12-09 11:43:23: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.1,min_samples:6), n_clusters=10, nmi=0.2302, ari=0.0477, ami=0.2288, time_cost=119.3733s

2022-12-09 11:45:33: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.1,min_samples:7), n_clusters=10, nmi=0.2501, ari=0.0480, ami=0.2493, time_cost=130.6006s

2022-12-09 11:47:31: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.1,min_samples:8), n_clusters=10, nmi=0.2471, ari=0.0477, ami=0.2466, time_cost=117.8889s

2022-12-09 11:49:34: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.1,min_samples:9), n_clusters=10, nmi=0.2453, ari=0.0475, ami=0.2449, time_cost=122.6758s

2022-12-09 11:51:34: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.2,min_samples:2), n_clusters=10, nmi=0.2670, ari=0.0546, ami=0.2375, time_cost=119.6574s

2022-12-09 11:53:44: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.2,min_samples:3), n_clusters=10, nmi=0.2535, ari=0.0521, ami=0.2426, time_cost=129.5986s

2022-12-09 11:55:48: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.2,min_samples:4), n_clusters=10, nmi=0.2439, ari=0.0505, ami=0.2383, time_cost=123.5650s

2022-12-09 11:57:47: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.2,min_samples:5), n_clusters=10, nmi=0.2382, ari=0.0496, ami=0.2346, time_cost=119.4781s

2022-12-09 11:59:49: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.2,min_samples:6), n_clusters=10, nmi=0.2337, ari=0.0489, ami=0.2320, time_cost=121.5166s

2022-12-09 12:01:49: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.2,min_samples:7), n_clusters=10, nmi=0.2330, ari=0.0486, ami=0.2315, time_cost=120.2373s

2022-12-09 12:03:49: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.2,min_samples:8), n_clusters=10, nmi=0.2305, ari=0.0483, ami=0.2298, time_cost=119.8165s

2022-12-09 12:05:49: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.2,min_samples:9), n_clusters=10, nmi=0.2541, ari=0.0488, ami=0.2538, time_cost=119.2794s

2022-12-09 12:07:48: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.3,min_samples:2), n_clusters=10, nmi=0.2625, ari=0.0570, ami=0.2299, time_cost=119.5257s

2022-12-09 12:09:50: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.3,min_samples:3), n_clusters=10, nmi=0.2474, ari=0.0542, ami=0.2351, time_cost=121.5521s

2022-12-09 12:11:50: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.3,min_samples:4), n_clusters=10, nmi=0.2553, ari=0.0530, ami=0.2491, time_cost=120.1795s

2022-12-09 12:13:50: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.3,min_samples:5), n_clusters=10, nmi=0.2469, ari=0.0516, ami=0.2431, time_cost=119.6665s

2022-12-09 12:15:43: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.3,min_samples:6), n_clusters=10, nmi=0.2415, ari=0.0506, ami=0.2390, time_cost=112.3832s

2022-12-09 12:17:44: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.3,min_samples:7), n_clusters=10, nmi=0.2375, ari=0.0500, ami=0.2356, time_cost=120.6445s

2022-12-09 12:19:41: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.3,min_samples:8), n_clusters=10, nmi=0.2347, ari=0.0495, ami=0.2334, time_cost=116.8568s

2022-12-09 12:21:41: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.3,min_samples:9), n_clusters=10, nmi=0.2327, ari=0.0492, ami=0.2318, time_cost=119.7689s

2022-12-09 12:23:39: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.4,min_samples:2), n_clusters=10, nmi=0.2697, ari=0.0607, ami=0.2349, time_cost=118.2617s

2022-12-09 12:25:42: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.4,min_samples:3), n_clusters=10, nmi=0.2538, ari=0.0574, ami=0.2409, time_cost=122.7917s

2022-12-09 12:27:38: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.4,min_samples:4), n_clusters=10, nmi=0.2434, ari=0.0549, ami=0.2368, time_cost=115.3029s

2022-12-09 12:29:36: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.4,min_samples:5), n_clusters=10, nmi=0.2368, ari=0.0533, ami=0.2329, time_cost=118.6396s

2022-12-09 12:31:33: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.4,min_samples:6), n_clusters=10, nmi=0.2527, ari=0.0529, ami=0.2499, time_cost=116.0776s

2022-12-09 12:33:34: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.4,min_samples:7), n_clusters=10, nmi=0.2467, ari=0.0519, ami=0.2446, time_cost=121.0666s

2022-12-09 12:35:33: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.4,min_samples:8), n_clusters=10, nmi=0.2427, ari=0.0512, ami=0.2411, time_cost=119.0893s

2022-12-09 12:37:32: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.4,min_samples:9), n_clusters=10, nmi=0.2392, ari=0.0506, ami=0.2378, time_cost=119.0610s

2022-12-09 12:39:28: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.5,min_samples:2), n_clusters=10, nmi=0.2809, ari=0.0657, ami=0.2453, time_cost=115.6103s

2022-12-09 12:41:28: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.5,min_samples:3), n_clusters=10, nmi=0.2654, ari=0.0619, ami=0.2526, time_cost=119.4737s

2022-12-09 12:43:25: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.5,min_samples:4), n_clusters=10, nmi=0.2542, ari=0.0587, ami=0.2470, time_cost=116.4299s

2022-12-09 12:45:22: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.5,min_samples:5), n_clusters=10, nmi=0.2444, ari=0.0564, ami=0.2402, time_cost=116.8216s

2022-12-09 12:47:18: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.5,min_samples:6), n_clusters=10, nmi=0.2399, ari=0.0549, ami=0.2372, time_cost=116.0744s

2022-12-09 12:49:19: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.5,min_samples:7), n_clusters=10, nmi=0.2359, ari=0.0538, ami=0.2341, time_cost=120.7254s

2022-12-09 12:51:21: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.5,min_samples:8), n_clusters=10, nmi=0.2560, ari=0.0539, ami=0.2551, time_cost=121.6249s

2022-12-09 12:53:22: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.5,min_samples:9), n_clusters=10, nmi=0.2510, ari=0.0531, ami=0.2500, time_cost=120.8573s

2022-12-09 12:55:17: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.6,min_samples:2), n_clusters=10, nmi=0.2870, ari=0.0711, ami=0.2502, time_cost=115.4238s

2022-12-09 12:57:18: mnist_784 datasets process: alg_name=DBSCAN, shape=(70000, 784), k_neighbors=(eps:3.6,min_samples:3), n_clusters=10, nmi=0.2716, ari=0.0668, ami=0.2584, time_cost=120.4451s

